run	flip	direction
10	1243	Right
10	1244	Right
10	1245	Right
10	1246	Right
10	1247	Right
10	1248	Right
10	1500	CatchEnd
10	1576	Left
10	1577	Left
10	1578	Left
10	1579	Left
10	1580	Left
10	1581	Left
10	1582	Left
10	1583	Left
10	1584	Left
10	1759	Down
10	1760	Down
10	1761	Down
10	1762	Down
10	1763	Down
10	1764	Down
10	1765	Down
10	1766	Down
10	1829	Right
10	1830	Right
10	1831	Right
10	1832	Right
10	1833	Right
10	1834	Right
10	1835	Right
10	2036	Left
10	2037	Left
10	2038	Left
10	2039	Left
10	2040	Left
10	2041	Left
10	2042	Left
10	2043	Left
10	2044	Left
10	2123	Right
10	2124	Right
10	2125	Right
10	2126	Right
10	2127	Right
10	2128	Right
10	2129	Right
10	2218	Down
10	2219	Down
10	2220	Down
10	2221	Down
10	2222	Down
10	2328	Left
10	2329	Left
10	2330	Left
10	2331	Left
10	2332	Left
10	2333	Left
10	2334	Left
10	2335	Left
10	2639	Right
10	2640	Right
10	2641	Right
10	2642	Right
10	2643	Right
10	2644	Right
10	2794	Left
10	2795	Left
10	2796	Left
10	2797	Left
10	2798	Left
10	2799	Left
10	2918	Right
10	2919	Right
10	2920	Right
10	2921	Right
10	2922	Right
10	2923	Right
10	2924	Right
10	2925	Right
10	3000	Left
10	3001	Left
10	3002	Left
10	3003	Left
10	3004	Left
10	3005	Left
10	3006	Left
10	3007	Left
10	3213	Right
10	3214	Right
10	3215	Right
10	3216	Right
10	3217	Right
10	3218	Right
10	3646	Right
10	3647	Right
10	3648	Right
10	3649	Right
10	3650	Right
10	3651	Right
10	3652	Right
10	3763	Left
10	3764	Left
10	3765	Left
10	3766	Left
10	3767	Left
10	3768	Left
10	3769	Left
10	3908	Right
10	3909	Right
10	3910	Right
10	3911	Right
10	3912	Right
10	3913	Right
10	3914	Right
10	3915	Right
10	4068	Left
10	4069	Left
10	4070	Left
10	4071	Left
10	4072	Left
10	4073	Left
10	4074	Left
10	4075	Left
10	4330	Down
10	4331	Down
10	4332	Down
10	4333	Down
10	4334	Down
10	4335	Down
10	4336	Down
10	4572	Left
10	4573	Left
10	4574	Left
10	4575	Left
10	4576	Left
10	4577	Left
10	4578	Left
10	4579	Left
10	4930	Right
10	4931	Right
10	4932	Right
10	4933	Right
10	4934	Right
10	4935	Right
10	4936	Right
10	5266	Down
10	5267	Down
10	5268	Down
10	5269	Down
10	5270	Down
10	5271	Down
10	5272	Down
10	5508	Left
10	5509	Left
10	5510	Left
10	5511	Left
10	5512	Left
10	5513	Left
10	5514	Left
10	5515	Left
10	5516	Left
10	5670	Down
10	5671	Down
10	5672	Down
10	5673	Down
10	5674	Down
10	5675	Down
10	5676	Down
10	6275	Left
10	6276	Left
10	6277	Left
10	6278	Left
10	6279	Left
10	6280	Left
10	6281	Left
10	6282	Left
10	6601	CatchLeft
10	6660	Left
10	6661	Left
10	6662	Left
10	6663	Left
10	6664	Left
10	6665	Left
10	6666	Left
10	6667	Left
10	6668	Left
10	6900	CatchEnd
10	6986	Right
10	6987	Right
10	6988	Right
10	6989	Right
10	6990	Right
10	6991	Right
10	6992	Right
10	7047	Left
10	7048	Left
10	7049	Left
10	7050	Left
10	7051	Left
10	7052	Left
10	7053	Left
10	7054	Left
10	7105	Right
10	7106	Right
10	7107	Right
10	7108	Right
10	7109	Right
10	7110	Right
10	7111	Right
10	7366	Down
10	7367	Down
10	7368	Down
10	7369	Down
10	7370	Down
10	7417	Right
10	7418	Right
10	7419	Right
10	7420	Right
10	7421	Right
10	7422	Right
10	7798	Left
10	7799	Left
10	7800	Left
10	7801	Left
10	7802	Left
10	7803	Left
10	7994	Right
10	7995	Right
10	7996	Right
10	7997	Right
10	7998	Right
10	7999	Right
10	8000	Right
10	8193	Left
10	8194	Left
10	8195	Left
10	8196	Left
10	8197	Left
10	8198	Left
10	8199	Left
10	8531	Right
10	8532	Right
10	8533	Right
10	8534	Right
10	8535	Right
10	8536	Right
10	8537	Right
10	8701	CatchRight
10	8739	Down
10	8740	Down
10	8741	Down
10	8742	Down
10	8743	Down
10	8744	Down
10	8798	Right
10	8799	Right
10	8800	Right
10	8801	Right
10	8802	Right
10	9000	CatchEnd
10	9088	Left
10	9089	Left
10	9090	Left
10	9091	Left
10	9092	Left
10	9093	Left
10	9094	Left
10	9095	Left
10	9096	Left
10	9254	Right
10	9255	Right
10	9256	Right
10	9257	Right
10	9258	Right
10	9529	Down
10	9530	Down
10	9531	Down
10	9532	Down
10	9533	Down
10	9534	Down
10	9601	CatchRight
10	9672	Right
10	9673	Right
10	9674	Right
10	9675	Right
10	9676	Right
10	9677	Right
10	9900	CatchEnd
10	10204	Left
10	10205	Left
10	10206	Left
10	10207	Left
10	10208	Left
10	10209	Left
10	10210	Left
10	10211	Left
10	10285	Right
10	10286	Right
10	10287	Right
10	10288	Right
10	10289	Right
10	10290	Right
10	10291	Right
10	10430	Left
10	10431	Left
10	10432	Left
10	10433	Left
10	10434	Left
10	10435	Left
10	10436	Left
10	10437	Left
10	10438	Left
10	10683	Right
10	10684	Right
10	10685	Right
10	10686	Right
10	10687	Right
10	10688	Right
10	10689	Right
10	10793	Down
10	10794	Down
10	10795	Down
10	10796	Down
10	10797	Down
10	10798	Down
11	92	Left
11	93	Left
11	94	Left
11	95	Left
11	96	Left
11	97	Left
11	98	Left
11	248	Right
11	249	Right
11	250	Right
11	251	Right
11	252	Right
11	253	Right
11	318	Left
11	319	Left
11	320	Left
11	321	Left
11	322	Left
11	323	Left
11	324	Left
11	325	Left
11	486	Right
11	487	Right
11	488	Right
11	489	Right
11	490	Right
11	491	Right
11	492	Right
11	646	Left
11	647	Left
11	648	Left
11	649	Left
11	650	Left
11	651	Left
11	652	Left
11	740	Right
11	741	Right
11	742	Right
11	743	Right
11	744	Right
11	745	Right
11	746	Right
11	1016	Down
11	1017	Down
11	1018	Down
11	1019	Down
11	1020	Down
11	1021	Down
11	1022	Down
11	1201	CatchRight
11	1244	Right
11	1245	Right
11	1246	Right
11	1247	Right
11	1248	Right
11	1249	Right
11	1500	CatchEnd
11	1705	Left
11	1706	Left
11	1707	Left
11	1708	Left
11	1709	Left
11	1710	Left
11	2043	Left
11	2044	Left
11	2045	Left
11	2046	Left
11	2047	Left
11	2048	Left
11	2049	Left
11	2401	Right
11	2402	Right
11	2403	Right
11	2404	Right
11	2405	Right
11	2406	Right
11	2407	Right
11	2408	Right
11	2409	Right
11	2784	Left
11	2785	Left
11	2786	Left
11	2787	Left
11	2788	Left
11	2789	Left
11	2790	Left
11	2972	Right
11	2973	Right
11	2974	Right
11	2975	Right
11	2976	Right
11	3307	Right
11	3308	Right
11	3309	Right
11	3310	Right
11	3311	Right
11	3312	Right
11	3313	Right
11	3314	Right
11	3485	Left
11	3486	Left
11	3487	Left
11	3488	Left
11	3489	Left
11	3490	Left
11	3491	Left
11	3492	Left
11	3493	Left
11	3494	Left
11	3495	Left
11	3982	Right
11	3983	Right
11	3984	Right
11	3985	Right
11	3986	Right
11	3987	Right
11	3988	Right
11	3989	Right
11	3990	Right
11	4460	Right
11	4461	Right
11	4462	Right
11	4463	Right
11	4464	Right
11	4465	Right
11	4466	Right
11	4467	Right
11	4574	Down
11	4575	Down
11	4576	Down
11	4577	Down
11	4578	Down
11	4579	Down
11	5161	Right
11	5162	Right
11	5163	Right
11	5164	Right
11	5165	Right
11	5166	Right
11	5167	Right
11	5168	Right
11	5902	Left
11	5903	Left
11	5904	Left
11	5905	Left
11	5906	Left
11	5907	Left
11	5908	Left
11	5909	Left
11	5910	Left
11	6284	Right
11	6285	Right
11	6286	Right
11	6287	Right
11	6288	Right
11	6289	Right
11	6290	Right
11	6291	Right
11	6488	Left
11	6489	Left
11	6490	Left
11	6491	Left
11	6492	Left
11	6493	Left
11	6494	Left
11	6495	Left
11	6496	Left
11	6497	Left
11	6601	CatchLeft
11	6900	CatchEnd
11	8701	CatchRight
11	9000	CatchEnd
11	9601	CatchRight
11	9900	CatchEnd
11	10599	Escape
